transaction_id,timestamp,customer_id,customer_email_domain,customer_ip_country,billing_country,shipping_country,payment_method,card_type,transaction_amount,currency,item_category,item_name,item_quantity,item_unit_price,account_age_days,is_billing_shipping_mismatch,transaction_hour,device_type,browser,is_fraud
9c690ce9-6dbd-478f-a942-01c9e2c8275b,2025-06-16 12:19:29,CUST-000984,outlook.com,ES,ES,ES,credit_card,discover,27.7,USD,sports,Yoga Mat,1,27.7,59,0,12,desktop,firefox,0
5040e411-e4d1-487b-848e-bcee8d69f48d,2025-06-07 15:34:24,CUST-002845,icloud.com,DE,JP,NL,credit_card,mastercard,23.96,USD,sports,Foam Roller,1,23.96,780,1,15,desktop,safari,0
b9ba71fd-6ad1-4db2-b60c-7368e54b9a99,2025-07-05 19:03:40,CUST-003259,yahoo.com,BR,IN,IN,credit_card,visa,63.48,USD,electronics,Portable Charger,2,31.74,220,0,19,tablet,chrome,0
20c11c42-fa83-4b5d-9055-b2b67bd0ae19,2025-05-25 18:32:24,CUST-003078,aol.com,IN,IN,IN,paypal,,33.74,USD,electronics,USB-C Hub,1,33.74,22,0,18,mobile,other,0
a47c4556-ede8-4e17-b75e-0169252be70b,2026-02-19 20:30:45,CUST-003915,outlook.com,NL,NL,NL,debit_card,visa,14.15,USD,clothing,Winter Beanie,1,14.15,67,0,20,desktop,edge,0
80b8a25c-cc0a-456b-b9ae-2d14e014feeb,2025-06-29 11:25:13,CUST-001254,hotmail.com,NL,NL,NL,paypal,,30.27,USD,beauty,Lip Balm Set,3,10.09,115,0,11,desktop,chrome,0
402f1c37-5aec-4765-a31c-168b7ad656e4,2025-07-30 07:28:33,CUST-001441,gmail.com,BR,BR,BR,paypal,,49.67,USD,sports,Fitness Tracker,1,49.67,265,0,7,mobile,safari,0
070885b2-27a3-461b-b4b4-a0a3354fb6c5,2025-11-10 14:20:17,CUST-001567,hotmail.com,DE,DE,DE,debit_card,visa,42.73,USD,clothing,Yoga Pants,1,42.73,20,0,14,tablet,other,0
fbf4efe5-96d0-42dd-831d-68427ee6e47a,2026-01-24 01:05:50,CUST-001133,gmail.com,UK,UK,UK,debit_card,mastercard,46.96,USD,clothing,Hoodie,1,46.96,428,0,1,mobile,safari,0
8f3f22b5-6a22-47bb-bdb6-b4f6a877ec36,2025-08-02 10:47:52,CUST-003148,outlook.com,DE,DE,IT,debit_card,amex,31.61,USD,sports,Yoga Mat,1,31.61,14,1,10,mobile,safari,0
bca883b5-a45d-42a4-9326-a454c07bf3d3,2025-09-23 11:25:52,CUST-002376,gmail.com,BR,BR,CA,credit_card,discover,47.26,USD,gaming,RGB Mousepad,2,23.63,180,1,11,tablet,firefox,0
75643a2f-2eab-446a-a2bd-0d1efd0790f8,2025-10-29 20:14:33,CUST-002405,aol.com,BR,BR,BR,paypal,,57.72,USD,electronics,Smartphone Case,3,19.24,139,0,20,desktop,edge,0
dae034fc-6822-468a-ae4b-562da9eb1e93,2026-02-21 19:26:13,CUST-001797,icloud.com,US,US,US,paypal,,67.27,USD,clothing,Denim Jacket,1,67.27,46,0,19,tablet,chrome,0
a9d3de7e-2f73-487e-a702-d1da8c8bd2eb,2025-11-11 13:51:42,CUST-003418,yahoo.com,JP,JP,JP,paypal,,23.99,USD,sports,Foam Roller,1,23.99,128,0,13,tablet,chrome,0
19200a2b-e99f-4ffd-82cb-644444ea029d,2025-12-16 13:50:02,CUST-003778,outlook.com,NL,NL,NL,credit_card,discover,84.67,USD,electronics,4K Webcam,1,84.67,515,0,13,mobile,chrome,0
365dac2d-b15b-4bd6-88cf-1f7891cc74b0,2025-11-29 11:24:12,CUST-001945,icloud.com,BR,BR,BR,debit_card,mastercard,19.65,USD,beauty,Moisturizer,1,19.65,642,0,11,desktop,chrome,0
0385fe2b-80b4-4f3b-9d42-f0f1886f152a,2026-02-16 22:38:31,CUST-000110,gmail.com,JP,JP,JP,credit_card,visa,27.34,USD,home,Wall Art Print,1,27.34,60,0,22,tablet,chrome,0
331326d1-8eed-49f6-97d2-066e131d3cd6,2025-05-27 01:20:55,CUST-003727,yahoo.com,UK,UK,UK,debit_card,visa,32.72,USD,home,Wall Art Print,1,32.72,58,0,1,desktop,firefox,0
e74381a4-71b5-49f0-9669-4dec096c02c7,2025-06-14 21:19:27,CUST-003351,hotmail.com,CA,CA,NL,credit_card,mastercard,208.66,USD,electronics,Smart Watch,1,208.66,763,1,21,mobile,safari,0
ec85180d-6fd6-427f-98aa-9a7f30cab78c,2025-06-12 10:00:09,CUST-001826,hotmail.com,NL,NL,NL,paypal,,26.89,USD,sports,Foam Roller,1,26.89,234,0,10,mobile,edge,0
d7680252-8b51-4d4b-a1de-ee84f83f25d9,2025-12-20 12:02:47,CUST-000374,hotmail.com,AU,AU,AU,debit_card,amex,61.35,USD,beauty,Hair Dryer,1,61.35,17,0,12,desktop,edge,0
9eb6b1f3-71c6-4dc6-a14a-6c94b3428761,2025-07-06 20:11:57,CUST-002531,hotmail.com,CA,JP,JP,credit_card,visa,93.57,USD,electronics,4K Webcam,1,93.57,160,0,20,desktop,firefox,0
f30ee0cd-6d57-4481-8973-57a2e1221e1e,2025-05-20 17:17:56,CUST-002573,protonmail.com,UK,UK,UK,credit_card,mastercard,29.46,USD,home,Wall Art Print,1,29.46,186,0,17,tablet,chrome,0
61af5765-ccd3-4517-a711-988f79a32a8a,2025-09-05 09:04:48,CUST-000431,aol.com,AU,AU,AU,paypal,,45.03,USD,clothing,Winter Beanie,3,15.01,26,0,9,mobile,chrome,0
d60728fc-57cf-4814-b788-0f578a9c7e81,2025-04-07 11:40:44,CUST-002768,hotmail.com,AU,AU,AU,credit_card,discover,162.36,USD,gaming,Gaming Mouse,3,54.12,53,0,11,desktop,firefox,0
b20a13c6-c2a2-41d8-92bf-296971800718,2025-08-15 17:42:47,CUST-001902,gmail.com,UK,UK,UK,paypal,,27.83,USD,home,Wall Art Print,1,27.83,49,0,17,mobile,firefox,0
d53cdc1b-bd31-4896-b79d-3b68faebc00c,2025-05-27 06:53:01,CUST-002487,outlook.com,UK,UK,UK,paypal,,124.1,USD,gaming,Gaming Mouse,2,62.05,74,0,6,desktop,safari,0
0651b17c-f136-42b0-b67c-ac63dbb13eff,2025-05-18 12:28:22,CUST-000729,gmail.com,ES,ES,ES,paypal,,96.03,USD,sports,Yoga Mat,3,32.01,272,0,12,tablet,chrome,0
eee124a6-3be5-47e5-a3ba-ba3e5db58c21,2025-09-16 16:44:19,CUST-001819,gmail.com,US,US,US,credit_card,mastercard,421.86,USD,electronics,Mechanical Keyboard,3,140.62,167,0,16,desktop,chrome,0
043f7d75-b699-4ff7-89d6-cc754dc6d5a3,2025-03-09 00:26:01,CUST-000060,yahoo.com,ES,ES,ES,credit_card,visa,26.11,USD,beauty,Vitamin C Serum,1,26.11,31,0,0,desktop,edge,0
c7c5a0a3-11d5-4e91-ad8b-98630b72adff,2025-11-18 15:06:52,CUST-001340,protonmail.com,DE,DE,JP,paypal,,55.44,USD,beauty,Hair Dryer,1,55.44,224,1,15,desktop,chrome,0
48a2880c-d30a-4612-825d-45a3e2979b36,2025-08-30 10:20:11,CUST-000062,outlook.com,US,US,US,credit_card,visa,20.58,USD,beauty,Lip Balm Set,2,10.29,340,0,10,mobile,chrome,0
20a0b7fb-0f9b-4101-8043-f0679fa05ab2,2025-04-04 17:56:13,CUST-001684,icloud.com,UK,BR,BR,debit_card,mastercard,49.12,USD,electronics,Laptop Stand,1,49.12,55,0,17,tablet,safari,0
ec7e9f39-c7e9-4da0-a9b7-b0d8ea81da1c,2026-01-18 10:44:24,CUST-002777,aol.com,IT,IT,IT,gift_card,,164.31,USD,clothing,Hoodie,3,54.77,179,0,10,tablet,edge,0
e2b6420e-d6bf-4acb-bbda-0ab896a70e72,2025-04-04 19:21:01,CUST-002493,hotmail.com,JP,JP,JP,debit_card,visa,36.16,USD,home,Throw Blanket,1,36.16,39,0,19,desktop,safari,0
d7182cd9-50f1-40c2-9b96-e80a712be0a4,2025-06-30 18:47:27,CUST-003102,gmail.com,US,US,US,credit_card,mastercard,68.24,USD,electronics,USB-C Hub,2,34.12,35,0,18,tablet,chrome,0
fd1387be-8775-4187-9b82-f026da080580,2025-06-30 21:59:46,CUST-002450,mailinator.com,CA,IT,IT,gift_card,,126.88,USD,gaming,Streaming Microphone,1,126.88,2,0,21,desktop,other,0
a2b8650a-b3dc-467f-9c01-07d2289b47e2,2025-09-29 21:41:52,CUST-001182,yahoo.com,IT,IT,IT,debit_card,visa,526.84,USD,gaming,Streaming Microphone,4,131.71,345,0,21,tablet,firefox,0
eaf44a2e-2145-42e0-9124-4ede14403cb5,2026-01-06 11:55:24,CUST-002136,hotmail.com,ES,ES,ES,credit_card,visa,13.65,USD,sports,Resistance Bands,1,13.65,33,0,11,desktop,firefox,0
39eb0766-87cb-4277-8107-e2d5454f16ea,2025-05-04 15:05:11,CUST-002428,aol.com,DE,DE,DE,gift_card,,57.73,USD,beauty,Hair Dryer,1,57.73,18,0,15,tablet,firefox,0
1e950fcd-d7c1-4986-82c8-7aba1473f595,2025-07-04 16:27:11,CUST-002482,outlook.com,NL,NL,NL,gift_card,,48.25,USD,electronics,Laptop Stand,1,48.25,377,0,16,mobile,chrome,0
141b1937-8c96-4496-aa66-40bc222480cd,2025-09-01 18:25:24,CUST-000688,hotmail.com,IN,IN,IN,paypal,,26.59,USD,beauty,Vitamin C Serum,1,26.59,62,0,18,mobile,chrome,0
456ca3f9-3e40-4c07-8a69-5631f4619170,2025-09-12 19:27:54,CUST-000341,outlook.com,NL,NL,NL,paypal,,42.78,USD,sports,Resistance Bands,3,14.26,128,0,19,mobile,safari,0
16beb2cd-98df-4913-9a11-5277d746d275,2025-10-19 14:18:24,CUST-002303,gmail.com,AU,AU,AU,paypal,,54.14,USD,beauty,Vitamin C Serum,2,27.07,285,0,14,desktop,chrome,0
f5b391f9-b1d7-4e04-ad05-5e866835fed4,2025-11-12 21:46:46,CUST-001533,hotmail.com,AU,JP,JP,credit_card,amex,88.35,USD,clothing,Running Shoes,1,88.35,155,0,21,desktop,chrome,0
000188e7-ca50-47e7-b03c-58a645f802a5,2025-09-14 01:59:36,CUST-000666,hotmail.com,FR,FR,FR,debit_card,amex,46.87,USD,home,LED Desk Lamp,1,46.87,160,0,1,tablet,safari,0
e6f504b9-0067-4c6e-87e7-a48af0b6a3d7,2026-02-20 01:03:41,CUST-001579,protonmail.com,DE,DE,DE,credit_card,amex,31.17,USD,sports,Yoga Mat,1,31.17,24,0,1,tablet,firefox,0
6e068bfe-c1c0-4b2d-876e-d11c8df222ed,2025-07-12 14:38:29,CUST-003868,outlook.com,DE,DE,CA,paypal,,23.07,USD,clothing,Cotton T-Shirt,1,23.07,16,1,14,desktop,edge,0
f47ca42a-a119-46aa-be32-98e69a9428a9,2025-09-20 03:45:37,CUST-003991,icloud.com,CA,DE,DE,debit_card,amex,38.4,USD,home,Kitchen Scale,2,19.2,233,0,3,tablet,edge,0
4435febd-8e71-422e-9f34-8ff1de8da0fe,2025-12-26 22:19:46,CUST-001686,protonmail.com,CA,UK,UK,crypto,,690.8,USD,electronics,Mechanical Keyboard,5,138.16,7,0,22,mobile,firefox,1
4219265c-ea5b-40ab-8aab-3319cdf172f6,2025-09-20 13:44:19,CUST-000027,mailinator.com,US,US,US,credit_card,discover,786.64,USD,electronics,Smart Watch,4,196.66,325,0,13,mobile,edge,0
590d71cf-8b47-46b4-bfda-df7de5b9de98,2025-05-27 17:11:23,CUST-000764,yahoo.com,BR,BR,BR,debit_card,mastercard,32.9,USD,electronics,USB-C Hub,1,32.9,51,0,17,tablet,firefox,0
31cb674c-f540-4b18-ad21-abe8f2c097cd,2025-06-07 15:16:57,CUST-003571,protonmail.com,NL,NL,NL,paypal,,18.2,USD,beauty,Moisturizer,1,18.2,557,0,15,mobile,chrome,0
4ad600b2-343a-45c3-b93b-e8a91ff519b2,2025-07-20 18:04:21,CUST-000122,hotmail.com,BR,BR,BR,debit_card,visa,10.49,USD,beauty,Lip Balm Set,1,10.49,51,0,18,desktop,other,0
ed78dfb5-2bfd-4097-a689-85f1f649a7e1,2025-03-22 12:06:13,CUST-002140,hotmail.com,NL,NL,FR,paypal,,29.83,USD,electronics,Portable Charger,1,29.83,8,1,12,mobile,other,0
d72f7456-c6a3-4473-adb6-45e2335c3fc9,2025-10-06 02:21:23,CUST-002793,outlook.com,ES,DE,DE,paypal,,68.35,USD,beauty,Perfume 50ml,1,68.35,18,0,2,mobile,safari,0
dcb1eaa4-5d90-4caa-ad01-cc6ca1e40a9a,2025-04-21 14:00:29,CUST-003566,protonmail.com,CA,CA,CA,debit_card,amex,77.89,USD,electronics,Bluetooth Speaker,1,77.89,91,0,14,tablet,edge,0
8369bec0-300c-4c6a-b5a8-44595166928b,2025-11-19 16:26:42,CUST-000770,protonmail.com,AU,AU,AU,debit_card,visa,134.62,USD,electronics,Mechanical Keyboard,1,134.62,176,0,16,desktop,other,0
e69dd4fd-aa0e-4839-ac04-b16d9cd799d2,2025-11-04 14:25:47,CUST-002510,outlook.com,BR,JP,IT,paypal,,19.88,USD,beauty,Moisturizer,1,19.88,13,1,14,mobile,other,0
9bb52a6d-97ff-4443-b5dc-3f90f34ce3da,2025-06-08 16:45:09,CUST-003563,icloud.com,IT,IT,IT,credit_card,visa,79.95,USD,home,Ceramic Mug Set,3,26.65,154,0,16,tablet,edge,0
72303398-a343-4f3b-9751-1395138dac04,2025-05-26 12:57:28,CUST-003912,protonmail.com,IN,IN,IN,debit_card,visa,12.82,USD,home,Scented Candle,1,12.82,510,0,12,tablet,chrome,0
da1a97d8-2036-4b50-b957-944b850904aa,2025-05-22 12:59:59,CUST-001338,aol.com,FR,FR,FR,gift_card,,98.12,USD,gaming,Gaming Headset,1,98.12,12,0,12,tablet,chrome,0
fd0a20cf-ffe4-4351-8c9f-2f80e16c840c,2026-02-04 06:08:59,CUST-002190,hotmail.com,UK,UK,UK,credit_card,mastercard,526.62,USD,electronics,Noise-Cancelling Headphones,2,263.31,13,0,6,tablet,chrome,0
009e6dbd-2e01-4e7f-b7d7-90ca21b63ef8,2026-01-24 11:21:24,CUST-003729,protonmail.com,IT,IT,IT,paypal,,437.28,USD,electronics,Smart Watch,2,218.64,59,0,11,mobile,firefox,0
4c4276b3-44e4-40e4-b435-b4a24bad9e4e,2025-06-23 07:16:07,CUST-001192,gmail.com,AU,AU,IT,paypal,,57.81,USD,beauty,Moisturizer,3,19.27,239,1,7,desktop,safari,0
8ad56f0b-120f-48a0-abb5-f7041c9147c3,2025-09-11 19:36:47,CUST-000007,icloud.com,IN,IN,IN,credit_card,discover,274.08,USD,electronics,Mechanical Keyboard,2,137.04,295,0,19,tablet,firefox,0
27ded48b-790b-41d1-a0ec-12fb52c18f41,2025-11-22 23:42:38,CUST-002420,hotmail.com,US,US,US,debit_card,mastercard,85.38,USD,clothing,Yoga Pants,2,42.69,75,0,23,mobile,edge,0
e6868728-e6e2-4916-8517-fefd7a2c4888,2025-05-15 21:38:18,CUST-000598,aol.com,IT,IT,IT,paypal,,171.82,USD,clothing,Running Shoes,2,85.91,252,0,21,tablet,other,0
d507066d-1382-4818-869c-60376788b7a7,2025-10-31 06:40:53,CUST-000884,protonmail.com,JP,JP,JP,crypto,,85.22,USD,home,Throw Blanket,2,42.61,69,0,6,desktop,firefox,0
bdceef6b-f86f-4075-a676-1b00406dd556,2026-02-22 21:47:03,CUST-003782,yahoo.com,BR,BR,BR,credit_card,mastercard,151.41,USD,electronics,Wireless Earbuds,3,50.47,17,0,21,mobile,edge,0
b0bba7ea-912b-4a3e-9a5c-9d7dd739a3d3,2026-02-11 11:30:22,CUST-003104,gmail.com,IN,IN,IN,gift_card,,26.0,USD,gaming,RGB Mousepad,1,26.0,179,0,11,tablet,edge,0
22902a60-e392-47ce-b60c-2884b64d1bbf,2025-04-19 13:08:20,CUST-003082,aol.com,US,US,US,credit_card,discover,142.14,USD,clothing,Denim Jacket,2,71.07,251,0,13,mobile,edge,0
8a5ebc14-9b1d-4d89-86b8-9ec45787c7ca,2025-07-28 19:57:09,CUST-000860,protonmail.com,DE,DE,DE,paypal,,230.09,USD,electronics,Noise-Cancelling Headphones,1,230.09,10,0,19,desktop,edge,0
bfa1cebe-7601-409b-ad41-5d973ecfccfd,2025-10-05 15:43:53,CUST-000690,gmail.com,CA,AU,UK,debit_card,amex,24.66,USD,sports,Foam Roller,1,24.66,22,1,15,desktop,edge,0
dc3f725a-d30e-4090-8fa4-f3b6238abcf6,2025-07-04 08:02:07,CUST-000987,outlook.com,IT,IT,IT,paypal,,63.3,USD,beauty,Hair Dryer,1,63.3,15,0,8,tablet,chrome,0
6de112cd-1006-4b17-9191-22ab206b56f1,2025-10-24 17:55:52,CUST-002664,protonmail.com,ES,ES,ES,credit_card,visa,55.44,USD,sports,Yoga Mat,2,27.72,15,0,17,tablet,other,0
e5963eda-bcd0-4c38-b514-08408a726065,2025-06-24 05:01:37,CUST-002347,mailinator.com,FR,FR,FR,gift_card,,68.37,USD,clothing,Denim Jacket,1,68.37,301,0,5,tablet,edge,0
b6f2c3de-eeb3-41d1-8c4d-73b22506b813,2025-07-31 22:36:08,CUST-000408,protonmail.com,IN,IN,IN,gift_card,,29.35,USD,sports,Yoga Mat,1,29.35,15,0,22,tablet,other,0
b38ac08d-70aa-4930-8a9a-2f8975084ab8,2025-11-06 19:04:33,CUST-003429,protonmail.com,ES,ES,ES,debit_card,visa,225.18,USD,clothing,Denim Jacket,3,75.06,21,0,19,tablet,firefox,0
0bc711b2-fe17-4549-be9e-30e4ace5006e,2025-03-03 14:35:28,CUST-003279,gmail.com,CA,CA,CA,credit_card,visa,42.8,USD,home,LED Desk Lamp,1,42.8,22,0,14,desktop,chrome,0
9baf58b6-a60e-4660-8a55-53a4ef862aa6,2025-05-03 07:32:19,CUST-001490,throwaway.email,ES,JP,JP,debit_card,amex,20.68,USD,beauty,Moisturizer,1,20.68,589,0,7,tablet,safari,0
b9fc99f0-f45f-4179-9ee6-2f314c55f864,2026-02-01 12:34:28,CUST-000573,protonmail.com,AU,AU,AU,credit_card,mastercard,30.97,USD,sports,Yoga Mat,1,30.97,594,0,12,desktop,firefox,0
15f4fcab-bc10-4f3f-9be0-daac95462e5c,2025-03-19 00:12:09,CUST-001228,yahoo.com,CA,CA,CA,gift_card,,372.6,USD,electronics,Mechanical Keyboard,3,124.2,135,0,0,tablet,other,0
e3178748-206a-45d4-9411-ef87c1fb0b42,2025-10-03 23:04:35,CUST-001045,protonmail.com,CA,CA,CA,credit_card,amex,78.76,USD,home,Kitchen Scale,4,19.69,133,0,23,tablet,firefox,0
d33c7cbc-1722-4fcd-aca1-668cf3864f95,2025-11-30 16:13:04,CUST-002579,protonmail.com,IT,IT,IT,paypal,,46.41,USD,home,LED Desk Lamp,1,46.41,158,0,16,tablet,other,0
a825f8f8-a0fa-4fbe-a740-dd51f120e29e,2025-05-23 21:26:52,CUST-000629,aol.com,JP,JP,DE,credit_card,visa,147.96,USD,clothing,Yoga Pants,4,36.99,397,1,21,desktop,other,0
45798e57-53a9-4962-96e1-23108b401998,2025-09-25 13:04:21,CUST-002623,outlook.com,FR,FR,FR,debit_card,amex,22.98,USD,clothing,Cotton T-Shirt,1,22.98,112,0,13,desktop,edge,0
dbfa2773-69bb-4fee-b18b-1a771ab64463,2025-04-23 12:50:59,CUST-000506,protonmail.com,FR,FR,FR,debit_card,visa,775.8,USD,electronics,Smart Watch,4,193.95,771,0,12,tablet,safari,0
33d4c5c0-5698-4252-955d-acebb2179a66,2025-12-08 17:17:38,CUST-000406,yahoo.com,JP,AU,AU,debit_card,discover,71.28,USD,clothing,Leather Belt,2,35.64,207,0,17,mobile,chrome,0
0f0fa051-02ae-4ae1-a128-8c24faa9ecb4,2026-02-15 08:32:45,CUST-000637,yahoo.com,JP,JP,JP,crypto,,62.46,USD,sports,Water Bottle,3,20.82,232,0,8,desktop,other,0
6a4bb3c0-0493-4c71-a3be-fe296a3af083,2025-10-01 16:45:29,CUST-000750,outlook.com,BR,BR,BR,debit_card,discover,489.72,USD,gaming,Capture Card,3,163.24,8,0,16,desktop,safari,0
0653347c-6ec3-4fb1-9a88-579f88631819,2026-01-20 00:54:05,CUST-003881,aol.com,AU,AU,AU,credit_card,visa,81.6,USD,sports,Resistance Bands,5,16.32,29,0,0,desktop,other,0
df488d42-c477-450c-978d-3767b0c7baaa,2025-03-30 16:05:47,CUST-001171,hotmail.com,JP,US,US,credit_card,mastercard,179.9,USD,gaming,Gaming Headset,2,89.95,327,0,16,tablet,other,0
4caed68c-02ee-4d83-846a-67873500cbb4,2026-02-21 14:07:25,CUST-000057,aol.com,IT,IT,IT,debit_card,amex,16.47,USD,clothing,Winter Beanie,1,16.47,360,0,14,tablet,other,0
9b5d03a7-c2b9-48e0-9682-6319d8d27ee8,2026-02-14 19:38:02,CUST-002488,yahoo.com,IN,ES,ES,gift_card,,22.87,USD,gaming,RGB Mousepad,1,22.87,263,0,19,desktop,other,0
e89fcb0d-81fc-47a1-8398-111bd31cf565,2025-08-28 22:03:27,CUST-002030,outlook.com,UK,UK,UK,paypal,,86.21,USD,clothing,Running Shoes,1,86.21,24,0,22,mobile,safari,0
43ecffcf-cc9d-44fd-ae8a-7fa4bcf62edb,2025-07-14 22:13:00,CUST-003023,hotmail.com,ES,DE,DE,debit_card,visa,75.48,USD,clothing,Leather Belt,2,37.74,173,0,22,mobile,chrome,0
fae1c7c1-fac0-4890-a897-733367dd0f69,2025-08-30 12:00:39,CUST-001886,outlook.com,UK,UK,UK,credit_card,mastercard,58.24,USD,beauty,Hair Dryer,1,58.24,266,0,12,desktop,edge,0
727ce353-9d00-4fea-b775-aac200e7e918,2025-11-07 14:12:05,CUST-002168,yahoo.com,JP,JP,JP,paypal,,42.15,USD,home,Throw Blanket,1,42.15,376,0,14,mobile,firefox,0
96c51c58-0c06-414e-8952-cfa30fc22dd8,2025-10-27 04:25:23,CUST-001226,throwaway.email,IN,UK,UK,credit_card,discover,162.35,USD,electronics,USB-C Hub,5,32.47,24,0,4,tablet,edge,1
6ff99678-db17-458b-a865-84d8baa1f3b9,2025-03-03 17:22:56,CUST-003566,gmail.com,DE,DE,DE,credit_card,discover,140.42,USD,electronics,Mechanical Keyboard,1,140.42,77,0,17,desktop,firefox,0
d0d806f2-156f-4fd6-8d7b-9474762ba98c,2025-11-01 16:42:17,CUST-000487,icloud.com,BR,BR,BR,credit_card,amex,90.0,USD,clothing,Sunglasses,3,30.0,77,0,16,tablet,edge,0
3d561c03-34f2-4502-8418-d8fd801aff7f,2025-05-07 14:07:06,CUST-003247,yahoo.com,AU,AU,AU,paypal,,13.65,USD,clothing,Winter Beanie,1,13.65,356,0,14,mobile,edge,0
973b0cf9-53de-4b19-8c6f-7626ad57aa15,2025-12-31 22:47:00,CUST-001780,outlook.com,BR,BR,BR,credit_card,mastercard,120.26,USD,gaming,Streaming Microphone,1,120.26,53,0,22,desktop,safari,0
ba1184fb-e330-43df-9731-9522c9b75063,2025-04-28 13:55:16,CUST-002872,aol.com,JP,JP,JP,gift_card,,13.51,USD,home,Scented Candle,1,13.51,180,0,13,tablet,other,0
49fd1d68-e508-41ee-bd51-63d0f305460c,2025-06-01 10:12:54,CUST-002422,yahoo.com,DE,DE,DE,credit_card,amex,86.85,USD,electronics,Bluetooth Speaker,1,86.85,29,0,10,mobile,chrome,0
de441438-4cd5-430e-a291-54379c052e68,2026-01-10 07:12:05,CUST-003541,hotmail.com,IN,IN,IN,debit_card,mastercard,77.37,USD,electronics,Bluetooth Speaker,1,77.37,408,0,7,mobile,chrome,0
ba2f0c10-0907-49e3-a8e5-86ad1016d704,2025-11-17 14:27:41,CUST-000212,outlook.com,AU,AU,AU,paypal,,85.44,USD,electronics,4K Webcam,1,85.44,7,0,14,desktop,firefox,0
0a078efc-f125-4ae5-9bc9-d9f872f71916,2025-03-21 08:00:03,CUST-002706,yahoo.com,FR,FR,FR,credit_card,visa,84.32,USD,electronics,4K Webcam,1,84.32,23,0,8,mobile,safari,0
32576376-5c52-45bc-849b-36a1bc57bab3,2025-08-19 13:19:07,CUST-000397,protonmail.com,IN,IN,IN,credit_card,amex,52.42,USD,clothing,Hoodie,1,52.42,211,0,13,tablet,other,0
b358c208-5ddf-450c-80e4-c11a98c5599f,2026-01-04 01:23:15,CUST-002664,icloud.com,JP,JP,JP,paypal,,69.3,USD,beauty,Perfume 50ml,1,69.3,372,0,1,tablet,firefox,0
bc2f6b89-f7a0-4594-9e38-43fd58aa2d53,2025-06-07 21:45:28,CUST-003791,icloud.com,NL,NL,NL,credit_card,mastercard,127.2,USD,clothing,Denim Jacket,2,63.6,248,0,21,desktop,edge,0
d6447a3b-19a8-4626-8209-c68ad6b43da5,2025-12-07 09:45:16,CUST-003652,aol.com,AU,IN,IN,credit_card,visa,27.4,USD,clothing,Sunglasses,1,27.4,173,0,9,mobile,other,0
